subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
94040,acfun.cn,0,6002227,zh_CN,无彩限的怪灵世界-A站
94040,pptv.com,0,ic08ppw915SOGBGw,zh_CN,无彩限的怪灵世界-PP视频
94040,crunchyroll.com,0,269055,ar_SA:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR,无彩限的怪灵世界-Crunchyroll
136213,pptv.com,0,YsulI4vxYZ8CgOg,zh_CN,春&夏推理事件簿～春太与千夏的青春～-PP视频
136213,youku.com,1,z3c4dc504a85411e59e2a,zh_CN,春&夏推理事件簿～春太与千夏的青春～-优酷
137722,bilibili.com_cn,1,28228814,zh_CN,只有我不存在的城市-B站大陆
137722,pptv.com,0,qYNt61O5KWfKSLA,zh_CN,只有我不存在的城市-PP视频
137722,youku.com,1,z17a6b178a85111e5be16,zh_CN,只有我不存在的城市-优酷
137722,crunchyroll.com,0,267949,en_US:es_MX:pt_BR,只有我不存在的城市-Crunchyroll
135275,youku.com,1,z2040dc8aa86c11e59e2a,zh_CN,为美好的世界献上祝福！ 第1期-优酷
135275,crunchyroll.com,0,269071,ar_SA:en_US:es_MX:pt_BR:ru_RU,为美好的世界献上祝福！ 第1期-Crunchyroll
